,ID,SalePrice,BuildingClass,ZoningClass,LotFrontageFt,LotAreaSqFt,StreetType,AlleyAccess,LotShape,LandContour,UtilityAccess,LotConfiguration,LandSlopeType,NeighborhoodName,ConditionPrimary,ConditionSecondary,BuildingType,HouseStyle,OverallQuality,OverallCondition,YearBuilt,YearRemodeled,RoofStyle,RoofMaterial,ExteriorCovering1,ExteriorCovering2,MasonryType,MasonryArea,ExteriorQuality,ExteriorCondition,FoundationType,BasementQuality,BasementCondition,BasementExposure,BasementFinishType1,BasementFinishedArea1,BasementFinishType2,BasementFinishedArea2,BasementUnfinishedSF,TotalBasementSF,HeatingType,HeatingQuality,CentralAirConditioning,ElectricalSystem,FirstFloorSF,SecondFloorSF,LowQualitySF,AboveGroundLivingArea,BasementFullBath,BasementHalfBath,FullBathrooms,HalfBathrooms,BedroomsAboveGround,KitchensAboveGround,KitchenQuality,TotalRoomsAboveGround,Functionality,NumberOfFireplaces,FireplaceQuality,GarageType,GarageYearBuilt,GarageFinishType,GarageCapacity,GarageArea,GarageQuality,GarageCondition,DrivewayPaved,WoodDeckArea,OpenPorchArea,EnclosedPorchArea,ThreeSeasonPorchArea,ScreenPorchArea,PoolArea,PoolQuality,FenceType,MiscellaneousFeature,MiscellaneousValue,MonthSold,YearSold,SaleType,SaleCondition,LotFrontageFtnan,MasonryAreanan,GarageYearBuiltnan
531,532,11.759785542901755,0.2941176470588235,0.25,0.38858111692291897,0.30432079022622727,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.75,0.0,0.13636363636363635,0.6000000000000001,0.0,0.75,1.0,0.5555555555555556,0.875,0.6470588235294118,0.16393442622950818,0.0,0.0,0.2,0.1,0.3333333333333333,0.0,0.3333333333333333,1.0,0.25,0.25,0.5,0.5,0.8333333333333333,0.0,0.8333333333333333,0.0,0.2615582191780822,0.1,1.0,1.0,1.0,1.0,0.3066311717511656,0.29588377723970943,0.0,0.4972202460326831,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.4,0.822429906542056,1.0,0.5,0.3540197461212976,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.15217391304347827,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
742,743,12.095141084822892,0.0,0.75,0.4182081213682387,0.36634390392935035,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.4545454545454546,0.4,1.0,0.75,0.6000000000000001,0.6666666666666665,0.5,0.051470588235294115,0.11475409836065574,0.0,0.0,1.0,1.0,0.6666666666666666,0.0675,0.3333333333333333,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.5774828767123288,0.22078559738134207,1.0,1.0,1.0,1.0,0.5282845836838139,0.0,0.0,0.49382755782223464,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.8,0.06542056074766354,0.3333333333333333,0.5,0.38011283497884346,0.6666666666666666,1.0,1.0,0.14002333722287047,0.10054844606946983,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.9999999999999999,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
798,799,13.091904169919621,0.2352941176470588,0.75,0.5921752448915185,0.4583027495963805,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.9545454545454546,0.4,1.0,0.75,1.0,0.8888888888888888,0.5,0.007352941176470588,0.01639344262295082,1.0,0.0,1.0,1.0,1.0,0.5375,1.0,1.0,1.0,1.0,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.824486301369863,0.31522094926350247,1.0,1.0,1.0,1.0,0.6708167547216473,0.5685230024213075,0.0,0.7926967430979777,0.0,0.0,1.0,0.5,0.5,0.3333333333333333,1.0,0.75,1.0,0.6666666666666666,0.8,1.0,0.0,1.0,0.75,0.5782792665726375,0.6666666666666666,1.0,1.0,0.16802800466744455,0.1425959780621572,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.75,1.0,1.0,0.0,0.0,0.0
432,433,11.715866308966918,0.8235294117647058,0.25,0.04942530403908929,0.07632206445294543,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.09090909090909091,0.4,1.0,1.0,1.0,0.4444444444444445,0.5,0.2647058823529412,0.6065573770491803,0.0,0.0,0.6000000000000001,0.5,0.6666666666666666,0.23500000000000001,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.6666666666666666,0.08345145287030475,0.8333333333333333,0.0,0.12585616438356165,0.12520458265139117,1.0,1.0,1.0,1.0,0.31362090468204196,0.29055690072639223,0.0,0.4979985747920974,0.3333333333333333,0.0,0.3333333333333333,0.5,0.25,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.75,0.0,0.2,0.4,0.3364485981308411,0.3333333333333333,0.5,0.31029619181946405,0.6666666666666666,1.0,1.0,0.28004667444574094,0.06581352833638025,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
809,810,11.571194373094205,0.32352941176470584,0.25,0.5386599549519617,0.3580646001051391,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.18181818181818182,0.4,1.0,0.75,0.4,0.4444444444444445,0.5,0.8161764705882353,0.7377049180327869,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.3634417808219178,0.13895253682487727,1.0,0.5,0.0,0.6666666666666666,0.4423639718105079,0.514769975786925,0.0,0.6567321205632624,0.0,0.0,0.6666666666666666,0.0,0.25,1.0,0.3333333333333333,0.75,1.0,0.0,0.2,0.4,0.925233644859813,0.3333333333333333,0.5,0.2538787023977433,0.3333333333333333,0.6666666666666666,0.0,0.04667444574095682,0.2851919561243144,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.9090909090909091,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
1029,1030,11.678439903447801,0.8235294117647058,0.25,0.0,0.050187672541848416,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.09090909090909091,0.4,1.0,0.25,1.0,0.5555555555555556,0.75,0.25,0.5737704918032788,0.0,0.0,0.6000000000000001,0.5,0.6666666666666666,0.175625,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.3333333333333333,0.05616583982990787,0.8333333333333333,0.0,0.15196917808219176,0.10998363338788872,1.0,0.75,1.0,1.0,0.2645693220663756,0.26440677966101694,0.0,0.45769076132000475,0.0,0.5,0.3333333333333333,0.5,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.0,0.2,0.4,0.3177570093457944,0.3333333333333333,0.25,0.1861777150916784,0.6666666666666666,1.0,1.0,0.0,0.051188299817184646,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
194,195,11.751942365440728,0.0,0.75,0.38858111692291897,0.33446801731127085,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.6363636363636364,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.75,0.2647058823529412,0.6065573770491803,1.0,0.0,0.6000000000000001,0.5,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.75,0.6666666666666666,0.06909992912827782,0.8333333333333333,0.0,0.20291095890410957,0.14140752864157122,1.0,0.5,1.0,1.0,0.3596750838517542,0.0,0.0,0.3362155053427145,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.4,0.17757009345794392,0.3333333333333333,0.25,0.24823695345557123,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
1144,1145,11.289781913656018,1.0,0.75,0.38858111692291897,0.43790375747325117,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.2272727272727273,0.4,1.0,0.0,0.2,0.3333333333333333,0.375,0.5073529411764706,1.0,0.0,0.0,0.4,0.30000000000000004,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.75,0.75,0.25,0.3333333333333333,0.06165839829907867,0.8333333333333333,0.0,0.1386986301369863,0.10998363338788872,0.0,0.25,0.0,0.6666666666666666,0.2645693220663756,0.12203389830508475,0.0,0.3599660524161865,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.0,0.24999999999999997,1.0,0.0,0.2,0.4,0.6448598130841121,0.3333333333333333,0.25,0.19746121297602257,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5454545454545454,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
37,38,11.938193200374572,0.0,0.75,0.4662070654230954,0.36823401535741485,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.625,0.40441176470588236,0.3278688524590164,1.0,0.0,0.2,0.1,0.6666666666666666,0.40625,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.16666666666666666,0.21491849751948974,0.8333333333333333,0.0,0.03595890410958904,0.21227495908346974,1.0,0.75,1.0,1.0,0.5134084927393747,0.0,0.0,0.4799217504450679,0.0,0.5,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.3333333333333333,0.6000000000000001,0.8,0.514018691588785,1.0,0.5,0.3511988716502116,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8181818181818182,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
309,310,12.793859310432293,0.0,0.75,0.5386599549519617,0.4410597838388559,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.9545454545454546,0.4,1.0,0.75,0.6000000000000001,0.8888888888888888,0.5,0.022058823529411763,0.04918032786885246,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,1.0,1.0,1.0,0.75,1.0,1.0,0.2257264351523742,0.8333333333333333,0.0,0.2662671232876712,0.31031096563011457,1.0,1.0,1.0,1.0,0.6665581247324401,0.0,0.0,0.623082295129398,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.8,0.02803738317757009,1.0,0.75,0.4992947813822285,0.6666666666666666,1.0,1.0,0.24270711785297547,0.31992687385740404,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9090909090909091,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
311,312,11.790557201568507,0.0,0.75,0.32109662357415125,0.35563329912201636,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.5555555555555556,0.625,0.4485294117647059,0.13114754098360656,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.75,0.25,0.6666666666666666,0.12048192771084337,0.8333333333333333,0.0,0.125,0.1590834697217676,1.0,1.0,1.0,1.0,0.4042481129775388,0.0,0.0,0.37788128700235823,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.3333333333333333,0.8,0.4,0.5700934579439252,0.3333333333333333,0.25,0.1692524682651622,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
976,977,11.356271654924852,0.05882352941176469,0.75,0.3284263672070855,0.29603952354742913,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.13636363636363635,0.4,1.0,0.75,0.6000000000000001,0.3333333333333333,0.75,0.6102941176470588,0.8032786885245902,0.0,0.0,0.2,0.1,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.18835616438356162,0.07201309328968904,1.0,0.5,1.0,0.6666666666666666,0.361858779196198,0.0,0.0,0.33825677054764425,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.0,0.16666666666666666,1.0,0.0,0.2,0.0,0.24299065420560745,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.0,0.6666666666666666,0.75,0.0,0.0,1.0
1043,1044,12.477167914377556,0.2352941176470588,0.75,0.5218325137269542,0.43234615275452737,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.4545454545454546,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.1323529411764706,0.3114754098360656,1.0,0.0,0.6000000000000001,0.5,0.6666666666666666,0.061875,0.3333333333333333,1.0,1.0,0.75,0.75,0.25,1.0,0.19223954642097804,0.8333333333333333,0.0,0.16695205479452055,0.24140752864157122,1.0,1.0,1.0,1.0,0.576425277517219,0.38595641646489104,0.0,0.6870018874627619,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.8,0.16822429906542055,0.3333333333333333,0.5,0.3624823695345557,0.6666666666666666,1.0,1.0,0.22403733955659275,0.22120658135283364,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
1448,1449,11.626254150277232,0.17647058823529413,0.75,0.44563844305834177,0.4311522458681878,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.2272727272727273,0.4,1.0,0.75,1.0,0.3333333333333333,0.75,0.7132352941176471,0.13114754098360656,0.0,0.0,0.4,0.5,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.25,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.23972602739726026,0.0916530278232406,1.0,0.75,0.0,1.0,0.3286535459838906,0.26634382566585957,0.0,0.49303998730372767,0.0,0.0,0.3333333333333333,0.5,0.25,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.25,0.0,0.2,0.4,0.5327102803738317,0.3333333333333333,0.25,0.27080394922425954,0.3333333333333333,1.0,1.0,0.19603267211201866,0.043875685557586835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.36363636363636365,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
292,293,11.782952602183288,0.17647058823529413,0.75,0.38858111692291897,0.4251052717861532,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.2272727272727273,0.4,1.0,0.75,0.2,0.4444444444444445,0.375,0.4411764705882353,0.03278688524590164,0.0,0.0,0.2,0.1,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.5,0.051736357193479805,0.8333333333333333,0.0,0.20376712328767121,0.12569558101472997,1.0,0.75,1.0,1.0,0.467227283915292,0.27506053268765135,0.0,0.5789513447587895,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.3333333333333333,0.5,0.25,0.3333333333333333,0.8,0.8,0.5607476635514018,0.3333333333333333,0.25,0.19816643159379407,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
424,425,11.842229212112828,0.0,0.75,0.4560656102716869,0.37868546650993684,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.5555555555555556,0.5,0.38235294117647056,0.8688524590163935,0.0,0.0,0.2,0.1,0.6666666666666666,0.04625,0.3333333333333333,1.0,0.5,0.75,0.75,0.25,0.5,0.10914245216158754,0.8333333333333333,0.0,0.2482876712328767,0.19574468085106383,1.0,0.75,1.0,0.6666666666666666,0.4827284278325501,0.0,0.0,0.451242773252289,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.3333333333333333,0.8,0.8,0.4859813084112149,0.6666666666666666,0.25,0.20944992947813823,0.6666666666666666,1.0,1.0,0.0,0.08043875685557587,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
325,326,11.37366339763672,0.14705882352941177,0.25,0.32109662357415125,0.2636454990630053,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.6000000000000001,1.0,0.75,0.4,0.4444444444444445,0.625,0.4852941176470588,0.9508196721311476,0.0,0.0,0.4,0.30000000000000004,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.75,0.3333333333333333,0.020552799433026223,0.8333333333333333,0.0,0.2585616438356164,0.11783960720130934,1.0,0.0,0.0,0.3333333333333333,0.3319669298421357,0.0,0.0,0.3103145980496831,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.4,0.616822429906542,0.3333333333333333,0.5,0.2538787023977433,0.6666666666666666,1.0,1.0,0.0,0.0,0.4420289855072464,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9999999999999999,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
1069,1070,11.813030057420567,0.14705882352941177,0.75,0.38858111692291897,0.39131676594912324,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.4,1.0,0.75,0.4,0.4444444444444445,0.75,0.4264705882352941,0.0819672131147541,0.0,0.0,0.4,0.30000000000000004,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.6666666666666666,0.03897944720056697,0.8333333333333333,0.0,0.2675513698630137,0.13829787234042554,1.0,0.5,1.0,1.0,0.3721686114540752,0.0,0.0,0.3478941505559008,0.0,0.5,0.3333333333333333,0.0,0.25,0.3333333333333333,0.6666666666666666,0.16666666666666666,1.0,0.0,0.2,0.4,0.205607476635514,0.3333333333333333,0.5,0.40620592383638926,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
1108,1109,12.106252310247962,0.2352941176470588,0.75,0.4403125963841563,0.3571685350797946,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.5909090909090909,0.4,1.0,0.75,1.0,0.5555555555555556,0.5,0.051470588235294115,0.13114754098360656,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.3955479452054794,0.15122749590834697,1.0,1.0,1.0,1.0,0.3947867863512178,0.3593220338983051,0.0,0.5735504722413585,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.8,0.06542056074766354,0.6666666666666666,0.5,0.32651622002820874,0.6666666666666666,1.0,1.0,0.11668611435239205,0.08775137111517367,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9090909090909091,0.25,0.6666666666666666,0.0,1.0,0.0,0.0
1006,1007,12.004568269319446,0.0,0.75,0.4403125963841563,0.4375016262197189,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,1.0,1.0,0.75,0.6000000000000001,0.5555555555555556,0.25,0.27205882352941174,0.6229508196721312,0.0,0.0,0.7000000000000001,0.7000000000000001,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.75,0.75,0.25,0.5,0.21917080085046067,0.8333333333333333,0.0,0.1797945205479452,0.2711947626841244,1.0,0.75,1.0,1.0,0.6061075715996953,0.0,0.0,0.5665745908644304,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.8,0.34579439252336447,0.3333333333333333,0.5,0.3413258110014104,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.30625,0.0,0.0,1.0,1.0,0.0,0.1818181818181818,0.25,0.6666666666666666,0.75,1.0,0.0,0.0
1148,1149,11.66907414746016,0.17647058823529413,0.25,0.4403125963841563,0.2892899853059361,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.18181818181818182,0.4,1.0,0.75,0.2,0.6666666666666665,0.75,0.6029411764705882,0.9672131147540984,0.0,0.0,0.2,0.1,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.24486301369863012,0.09361702127659575,1.0,0.5,1.0,1.0,0.2035963865152377,0.26101694915254237,0.0,0.42516354397656597,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.3333333333333333,0.8,0.4,0.24299065420560745,0.3333333333333333,0.25,0.20310296191819463,0.6666666666666666,1.0,1.0,0.0,0.0,0.31884057971014496,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.5,0.6666666666666666,0.75,1.0,0.0,0.0
982,983,11.982272628789678,0.0,0.75,0.26527104552339953,0.17519541419089601,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6818181818181819,0.4,1.0,0.75,0.6000000000000001,0.6666666666666665,0.5,0.007352941176470588,0.03278688524590164,0.0,0.0,1.0,1.0,0.6666666666666666,0.01,0.6666666666666666,1.0,1.0,0.75,0.75,0.75,0.8333333333333333,0.0,0.8333333333333333,0.0,0.5419520547945205,0.2072013093289689,1.0,1.0,1.0,1.0,0.5042535913922008,0.0,0.0,0.47136397171366307,0.0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.8,0.8,0.009345794392523364,1.0,0.5,0.2736248236953456,0.6666666666666666,1.0,1.0,0.11668611435239205,0.029250457038391225,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1818181818181818,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
283,284,12.407379502235209,0.0,0.75,0.4662070654230954,0.39156125968765276,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.2,1.0,0.75,0.6000000000000001,0.7777777777777777,0.5,0.007352941176470588,0.01639344262295082,0.0,0.0,1.0,1.0,1.0,0.045,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.6284246575342466,0.2402618657937807,1.0,1.0,1.0,1.0,0.5602763376321036,0.0,0.0,0.523732669973282,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.8,0.8,0.009345794392523364,1.0,0.75,0.6332863187588152,0.6666666666666666,1.0,1.0,0.2450408401400233,0.2742230347349177,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9999999999999999,0.75,1.0,1.0,0.0,0.0,0.0
1253,1254,12.591335046320818,0.2352941176470588,0.75,0.4403125963841563,0.5093019333994189,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.5,0.4,1.0,0.75,1.0,0.6666666666666665,0.75,0.2426470588235294,0.0819672131147541,0.0,0.0,0.2,0.1,0.3333333333333333,0.0,0.6666666666666666,1.0,0.5,0.5,0.75,1.0,0.5,0.02214741318214033,1.0,0.6994572591587517,0.015410958904109588,0.19509001636661213,1.0,0.5,1.0,1.0,0.5724521874470963,0.3152542372881356,0.0,0.6614981662100345,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.6666666666666666,0.8,0.8,0.308411214953271,0.6666666666666666,0.5,0.36530324400564174,0.6666666666666666,1.0,1.0,0.25670945157526254,0.08592321755027423,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5454545454545454,0.25,0.6666666666666666,0.75,1.0,0.0,0.0
259,260,11.48246625748552,0.0,0.25,0.44563844305834177,0.44611687353482954,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.18181818181818182,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.5,0.38235294117647056,0.8688524590163935,0.0,0.0,0.8,0.8,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1.0,0.6666666666666666,0.3674781098471249,0.0,0.0,0.34350958393203745,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.0,0.2,0.4,0.4859813084112149,0.3333333333333333,0.25,0.21720733427362482,0.6666666666666666,1.0,1.0,0.0,0.08226691042047532,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9999999999999999,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
304,305,12.594730635321957,0.32352941176470584,0.25,0.5261116360433209,0.5184989787612801,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.18181818181818182,0.4,1.0,0.75,0.4,0.6666666666666665,1.0,0.9411764705882353,0.11475409836065574,0.0,0.0,0.9,0.9,0.3333333333333333,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.6292808219178082,0.24058919803600656,1.0,1.0,1.0,1.0,0.610196327074652,0.8803874092009685,0.0,0.8303846489518167,0.0,0.0,1.0,0.0,0.375,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.8,0.04672897196261682,0.3333333333333333,0.75,0.6135401974612129,0.6666666666666666,1.0,1.0,0.352392065344224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
268,269,11.699405031912846,0.05882352941176469,0.25,0.4508887432565305,0.3266827836291304,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.625,0.5,0.8852459016393444,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.6666666666666666,0.07140326009922042,0.3333333333333333,0.08480325644504748,0.09075342465753425,0.12111292962356793,1.0,1.0,1.0,1.0,0.3199977679345225,0.0,0.0,0.299126117112384,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.3333333333333333,0.8,0.4,0.3925233644859813,1.0,0.25,0.6516220028208745,1.0,0.6666666666666666,1.0,0.0,0.04570383912248629,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
